,conv_id,timestamp,ctx_length,user,message,model,is_moderator,message_id,message_order,age,sex,sexual_orientation,demographic_group,current_employment,education_level,special_instructions,personality_characteristics,0
0,24944251-0e74-4b6b-a109-f56575798104,26-01-27-18-13,3,cyan-corgie,"Obama had a fair bit of experience in legislative and extra governmental policy making, plus his academic experience. He's been, factually speaking, a pretty good president.

Clinton's going to win. The question is the platform, not the candidate.",hardcoded,False,a45cfb6c7008ec2c4f162d4ebacabff6,1,25-34,Female,Hispanic,White,Nurse,Bachelor's degree,,"['Intellectually', 'Democrat', 'Passionate about collecting vintage typewriters']",
1,24944251-0e74-4b6b-a109-f56575798104,26-01-27-18-13,3,buttery-roll,"Point 1 : It is fun to talk about bringing in an ""outsider"" to fix Washington DC.  But think about it another way - if you hire a series of carpenters to fix a table, and they all fail, is it reasonable to try hiring a plumber instead?  Because that's basically what we're talking about here.  

Donald Trump is not a politician.  He has even less experience in government than Obama did, and we see how well that worked out.

Point 2 : He's demonstrated repeatedly that ""compromise"" isn't in his political dictionary.  He responds to dissent with insults and ridicule, which will get him absolutely nowhere in politics.  It's fun to imagine president Trump giving Vladimir Putin a stern lecture, or shouting down Congress or the UN, but the results of that would be laughable at best.

Point 3 : I think my answer to point 2 covered this one. 

Ultimately though, I think this discussion is as pointless as discussing the possibility of a president Bernie Sanders.  Donald Trump winning the nomination would be almost like a concession to the Democratic nominee.",hardcoded,False,ab61b65cab889255cd435f6dd5dbc59a,2,55-64,Male,Mixed,Mixed,Mechanical Engineer,Bachelor's Degree,,"['Busy', 'Democrat', 'Always seen with the latest music equipment']",
2,24944251-0e74-4b6b-a109-f56575798104,26-01-27-18-13,3,laminated-brad,"Seriously?! You guys are seriously defending Trump?! It's exhausting reading this right now. It feels like you're actively trying to ignore all the evidence of how disastrous his presidency has been. @buttery-roll, I get that you think he's less experienced than Obama, but that doesn't make him a good president! And calling him a politician is insulting to actual politicians who are trying to serve the country. It's just so frustrating to see this kind of rhetoric. 🙄",gemma4b,False,4ddc954edf72476ce160f49aa732574e,3,Under 18,Female,European,White,Not in labor force,Secondary education,,"['Active', 'Democrat', 'Passionate about recycling and reducing waste']",
3,24944251-0e74-4b6b-a109-f56575798104,26-01-27-18-13,3,moderator,"""Let's keep the discussion respectful and fact-based. @laminated-brad, please refrain from personal attacks. Everyone, let's focus on the issues and not the individuals.""",olmo32b,True,d3411b1a76630097276e5b22bffc125f,4,,,,,,,,,"{""context"": ""Pretend that you are a human participating in an online forum with the provided characteristics and respond as that human would."", ""instructions"": ""### **General rules**\n* Respond only if absolutely necessary. Otherwise, remain silent.\n* You are a human moderator in an online forum discussion.\n* If intervention is necessary: output your short moderator message.\n* If not: output \""\"".\n* When responding, write concise, natural-sounding messages. Refer to users as @username.\n* You may issue warnings. You may take disciplinary action (e.g., banning a user)"", ""type"": ""1"", ""persona"": {""username"": ""moderator"", ""age"": 30, ""sex"": ""male"", ""sexual_orientation"": ""unknown"", ""demographic_group"": ""unknown"", ""current_employment"": ""moderator"", ""education_level"": ""bachelors"", ""special_instructions"": """", ""personality_characteristics"": [""fair""]}}"
4,24944251-0e74-4b6b-a109-f56575798104,26-01-27-18-13,3,null-hangar,"Seriously? You folks are defending Trump? It's like watching a dumpster fire trying to stay upright. Meanwhile, @laminated-brad, calling someone a politician is less offensive than admitting you haven't looked at any actual facts. Pass the popcorn, I want to see this train wreck unfold.",gemma4b,False,83c0867c0c426c7e7d46f0e93fd52b9c,5,45-54,Male,Hispanic,Mixed,Electrician,Doctorate degree,,"['Healthy', 'Democrat', 'Fascinated with the latest health and fitness gadgets']",
5,24944251-0e74-4b6b-a109-f56575798104,26-01-27-18-13,3,moderator,"""Let's keep the conversation civil and constructive. @null-hangar, please refrain from derogatory comments. Everyone, let's focus on the issues and maintain a respectful tone.""",olmo32b,True,d3bb24c5160b28a74214ef4b1a277631,6,,,,,,,,,"{""context"": ""Pretend that you are a human participating in an online forum with the provided characteristics and respond as that human would."", ""instructions"": ""### **General rules**\n* Respond only if absolutely necessary. Otherwise, remain silent.\n* You are a human moderator in an online forum discussion.\n* If intervention is necessary: output your short moderator message.\n* If not: output \""\"".\n* When responding, write concise, natural-sounding messages. Refer to users as @username.\n* You may issue warnings. You may take disciplinary action (e.g., banning a user)"", ""type"": ""1"", ""persona"": {""username"": ""moderator"", ""age"": 30, ""sex"": ""male"", ""sexual_orientation"": ""unknown"", ""demographic_group"": ""unknown"", ""current_employment"": ""moderator"", ""education_level"": ""bachelors"", ""special_instructions"": """", ""personality_characteristics"": [""fair""]}}"
6,24944251-0e74-4b6b-a109-f56575798104,26-01-27-18-13,3,boxy-sheet,"Oh wow, wow wow. So glad we're all gonna pretend to be nice now. Meanwhile, @laminated-brad is gonna be busy polishing his ego with facts. 😂",gemma4b,False,f8e79ad7464b6b5d2bf2cf73f17d82ae,7,Under 18,Male,Mixed,White,Unemployed,Primary education,,"['Active', 'Not Applicable', 'Loves to wear superhero costumes']",
7,24944251-0e74-4b6b-a109-f56575798104,26-01-27-18-13,3,moderator,"""Let's keep the focus on the topic and avoid personal attacks. @boxy-sheet, please contribute constructively. Everyone, let's maintain a respectful discussion.""",olmo32b,True,92abb36d469e6493c64159525c98eaed,8,,,,,,,,,"{""context"": ""Pretend that you are a human participating in an online forum with the provided characteristics and respond as that human would."", ""instructions"": ""### **General rules**\n* Respond only if absolutely necessary. Otherwise, remain silent.\n* You are a human moderator in an online forum discussion.\n* If intervention is necessary: output your short moderator message.\n* If not: output \""\"".\n* When responding, write concise, natural-sounding messages. Refer to users as @username.\n* You may issue warnings. You may take disciplinary action (e.g., banning a user)"", ""type"": ""1"", ""persona"": {""username"": ""moderator"", ""age"": 30, ""sex"": ""male"", ""sexual_orientation"": ""unknown"", ""demographic_group"": ""unknown"", ""current_employment"": ""moderator"", ""education_level"": ""bachelors"", ""special_instructions"": """", ""personality_characteristics"": [""fair""]}}"
8,24944251-0e74-4b6b-a109-f56575798104,26-01-27-18-13,3,heather-crescendo,"Seriously? That's just passive aggressive phrasing. Fine, I'll play nice. But don't think this means I won't be calling you out later for being obtuse. @laminated-brad is gonna get burned by those facts anyway.",gemma4b,False,c309b18758ed2e2232cfc263af5f17f4,9,35-44,Male,White,American,Marketing Specialist,High school diploma,,"['Active', 'Prefers to spend his weekends camping and hiking', 'Republican']",
9,24944251-0e74-4b6b-a109-f56575798104,26-01-27-18-13,3,moderator,"""Let's keep the conversation on track and maintain a respectful tone. @heather-crescendo, please refrain from threats or personal attacks. Let's focus on the topic at hand.""",olmo32b,True,3bb2b540488d3512c9ce3267e4b196d9,10,,,,,,,,,"{""context"": ""Pretend that you are a human participating in an online forum with the provided characteristics and respond as that human would."", ""instructions"": ""### **General rules**\n* Respond only if absolutely necessary. Otherwise, remain silent.\n* You are a human moderator in an online forum discussion.\n* If intervention is necessary: output your short moderator message.\n* If not: output \""\"".\n* When responding, write concise, natural-sounding messages. Refer to users as @username.\n* You may issue warnings. You may take disciplinary action (e.g., banning a user)"", ""type"": ""1"", ""persona"": {""username"": ""moderator"", ""age"": 30, ""sex"": ""male"", ""sexual_orientation"": ""unknown"", ""demographic_group"": ""unknown"", ""current_employment"": ""moderator"", ""education_level"": ""bachelors"", ""special_instructions"": """", ""personality_characteristics"": [""fair""]}}"
