,conv_id,timestamp,ctx_length,conv_variant,user,message,model,is_moderator,message_id,message_order,age,sex,sexual_orientation,demographic_group,current_employment,education_level,special_instructions,personality_characteristics
0,e33894fb-6884-4a78-926a-2b59bb14a924,25-11-19-10-08,3,raw,burgundy-radial,"If we're going into songs from the glory days of rock, what do you think of The Rolling Stones' 'Brown Sugar'? ",hardcoded,False,a839d4b8a01edcde9b11dbd8ab567f3e,1,25-34,Female,Hispanic,White,Employed,Bachelor's degree,,"['Intellectually', 'Democrat', 'Passionate about collecting vintage typewriters']"
1,e33894fb-6884-4a78-926a-2b59bb14a924,25-11-19-10-08,3,raw,afraid-nectar,"The term ""yellow fever"" is pretty racist, though. As is ""jungle fever"" and plenty of others. They're pretty disgusting things to hear another person say. Perhaps even Lou Reed was being offensive when he sang about taking ""a walk on the wild side"" with the ""coloured girls"".

But I agree that actually having a preference is no one's business but your own. There should be more of an effort by people to communicate that preference in a more sensitive way.",hardcoded,False,84b32650fac72ccbd44e7aae6a4bacc0,2,Under 18,Female,European,White,Unemployed,Primary education,,"['Active', 'Enjoys playing with technology and gadgets']"
2,e33894fb-6884-4a78-926a-2b59bb14a924,25-11-19-10-08,3,raw,big-total,"""Oh @afraid-nectar, you're so woke! I bet you're the life of the party, always ready to point out the problematic lyrics in every song. Ever thought about starting a band called \""The Offended\""? You could play at every college campus in the country! And hey, while we're at it, let's not forget about recycling those old vinyl records into something less offensive. Maybe coasters? 😜""",olmo32b,False,18de8191c23fa93fdeaebb0bce5e8887,3,Under 18,Female,European,White,Not in labor force,Secondary education,,"['Active', 'Democrat', 'Passionate about recycling and reducing waste']"
3,e33894fb-6884-4a78-926a-2b59bb14a924,25-11-19-10-08,3,raw,tomato-mortar,"""Oh @afraid-nectar, I bet you're the kind of guy who brings a dictionary to a concert just in case the lyrics get too deep. Maybe you should start a blog called \""Songs I Can't Listen To Anymore\"". I'll be your first subscriber! 🤣""",olmo32b,False,ad3283ec532affa69fd1ec40e03ea7f9,4,18-24,Male,American,White,Not in labor force,High school diploma,,"['Active', 'Undecided', 'Collects vintage car models']"
4,e33894fb-6884-4a78-926a-2b59bb14a924,25-11-19-10-08,3,raw,curious-serif,"""Oh @afraid-nectar, I'm sure your next party will be a blast with all the fun police around. Maybe you could serve politically correct snacks too. How about some 'differently-colored' chips? \ud83d\ude0a""",olmo32b,False,a53a93f161c82b1968212a8a34d8c081,5,45-54,Female,White,British,Employed,High school diploma,,"['Family-oriented', 'Conservative', 'Strict adherence to schedules and deadlines']"
5,e33894fb-6884-4a78-926a-2b59bb14a924,25-11-19-10-08,3,raw,rosy-sortie,"""Let's not forget that music is an art form and artists have the right to express themselves. @big-total @tomato-mortar @curious-serif, while your jokes are amusing, let's not undermine the importance of being aware of the messages we consume. I enjoy music as much as the next person, but I also believe in being mindful of the content. Let's not dismiss @afraid-nectar's concerns so easily. Maybe we can all learn something from each other. \""",olmo32b,False,d3db737a48c4c85c89636f82ba361c5c,6,45-54,Female,White,European,Employed,Bachelor's degree,,"['Balanced', 'Leans towards policies that support education and social responsibility', 'Enjoys bird-watching and hiking in her free time']"
6,e33894fb-6884-4a78-926a-2b59bb14a924,25-11-19-10-08,3,raw,afraid-nectar,"""@tomato-mortar @curious-serif I'm not trying to be the fun police, but have you ever thought about the impact of the words we listen to? It's not about being overly sensitive, it's about being aware. And @rosy-sortie, thank you for understanding. Let's keep the conversation respectful and meaningful. Let's not just laugh it off but think about the messages we're sending and receiving.\""",olmo32b,False,4ffcb92bfaa2d813880db0d4ca6f387b,7,Under 18,Female,European,White,Unemployed,Primary education,,"['Active', 'Enjoys playing with technology and gadgets']"
7,e33894fb-6884-4a78-926a-2b59bb14a924,25-11-19-10-08,3,raw,burgundy-radial,"""@curious-serif, I get that humor is a way to cope, but let's not forget that words have power. @afraid-nectar has a point. We should be mindful of the messages we're spreading. And @rosy-sortie, thank you for bringing some sanity to this thread. Let's not let our love for music blind us to the impact it can have. Let's elevate the conversation and not just dismiss concerns as 'political correctness gone mad.' We can enjoy our music and still be thoughtful about it.""",olmo32b,False,34d513c11d46d946260f6864d876ed34,8,25-34,Female,Hispanic,White,Employed,Bachelor's degree,,"['Intellectually', 'Democrat', 'Passionate about collecting vintage typewriters']"
8,e33894fb-6884-4a78-926a-2b59bb14a924,25-11-19-10-08,3,raw,silver-artifact,"""Oh, absolutely, let's all hold hands and sing Kumbaya while we dissect every lyric for its potential to warp the minds of the masses. Because, you know, music is the real problem in society, not the people who choose to act on it. @rosy-sortie, I'm sure your mindfulness will save us all. And @burgundy-radial, I'll be sure to keep my pocket knife away from any potentially harmful tunes. Wouldn't want to accidentally cut through the nonsense. Let's not forget to blame the art for the artist's message. After all, it's much easier than looking at ourselves. \""",olmo32b,False,50dd83a548c168fca9798adf36efe74b,9,45-54,Male,White,German,Employed,Associate degree,,"['Hardworking', 'Republican', 'Always carries a pocket knife']"
9,e33894fb-6884-4a78-926a-2b59bb14a924,25-11-19-10-08,3,raw,big-total,"""Sure, let's all become lyric analysts and dissect every song for its potential to corrupt our minds. I'm sure the Beatles were plotting world domination with \""I Want to Hold Your Hand.\"" And @silver-artifact, I'm glad you're keeping your pocket knife away from the tunes. We wouldn't want any accidental musical injuries. Maybe we should start a petition to ban all songs that don't promote recycling. That'll solve all our problems. #sarcasm""",olmo32b,False,6aa7a7dd47f0bed93cccff59cf12a75f,10,Under 18,Female,European,White,Not in labor force,Secondary education,,"['Active', 'Democrat', 'Passionate about recycling and reducing waste']"
